maakunta;peat_type;year;roll_T
14;2;2013;10.9050071015358
14;2;2014;10.9206845517146
14;2;2015;10.9242026639397
14;2;2016;10.9530107176057
14;2;2017;10.9641649676835
14;2;2018;11.0045646762658
14;2;2019;11.0017324280281
14;2;2020;11.0518849638603
14;2;2021;11.1147819243806
14;4;1990;10.4534392506088
14;4;1991;10.4134418226971
14;4;1992;10.4317772050306
14;4;1993;10.354132059992
14;4;1994;10.3481827913242
14;4;1995;10.3787771957271
14;4;1996;10.3674636631655
14;4;1997;10.3645987265103
14;4;1998;10.3910665423954
14;4;1999;10.3992797677111
14;4;2000;10.4093446990485
14;4;2001;10.4559857397165
14;4;2002;10.4522974906795
14;4;2003;10.4865294405759
14;4;2004;10.4981192813924
14;4;2005;10.5260985799672
14;4;2006;10.6334709607326
14;4;2007;10.6860574373481
14;4;2008;10.7001288484785
14;4;2009;10.7041462611914
14;4;2010;10.7313530351115
14;4;2011;10.7956891910608
14;4;2012;10.8228803701415
14;4;2013;10.8629316538694
14;4;2014;10.8776082994451
14;4;2015;10.8802022429107
14;4;2016;10.9082108628606
14;4;2017;10.9184735100694
14;4;2018;10.95824538723
14;4;2019;10.9552197081753
14;4;2020;11.0054430915835
14;4;2021;11.0685214456701
14;6;1990;10.4376116460998
14;6;1991;10.3974680349111
14;6;1992;10.41554047061
14;6;1993;10.3382559850411
14;6;1994;10.3327169293709
14;6;1995;10.3636087678793
14;6;1996;10.3528176153725
14;6;1997;10.3501822716181
14;6;1998;10.3766019039998
14;6;1999;10.3851073838927
14;6;2000;10.3953564149922
14;6;2001;10.4423440145925
14;6;2002;10.4391020360822
14;6;2003;10.4741711187803
